tenure,last_active_days,usage_frequency,session_duration,complaints,monthly_charges,payment_missed,products_used,plan_type,churn
51,68,14,29,7,1018,0,2,standard,0
38,52,12,26,4,914,0,1,standard,0
11,86,1,30,2,246,1,2,basic,1
5,85,10,35,2,1262,0,2,basic,0
21,33,0,9,4,1115,0,2,basic,0
10,74,6,18,2,853,0,2,basic,0
41,30,6,14,4,635,0,3,standard,0
5,56,3,11,2,301,0,1,basic,0
20,69,3,15,1,575,0,3,premium,0
47,65,9,32,1,1354,0,1,premium,0
51,13,9,8,1,701,0,2,standard,0
2,55,3,18,2,675,0,1,premium,0
48,61,13,37,6,378,0,2,basic,0
9,79,6,16,6,614,1,3,basic,0
40,29,9,42,2,380,0,1,basic,0
50,43,14,31,4,462,0,3,basic,0
48,75,2,16,5,1261,1,2,basic,1
46,39,10,24,6,1008,0,2,standard,0
24,61,7,43,2,685,0,2,basic,0
29,78,11,9,1,1380,1,2,standard,0
25,53,13,2,0,685,1,1,basic,0
5,23,14,27,5,634,0,3,basic,0
56,55,8,9,4,276,1,1,basic,0
12,34,8,42,4,648,1,3,premium,0
35,40,9,16,1,817,1,2,basic,0
32,5,11,8,5,213,0,3,premium,0
8,23,10,28,2,780,0,2,standard,0
13,52,4,37,6,1417,0,1,premium,1
27,67,6,16,3,1102,1,2,basic,0
4,20,0,38,3,1299,0,2,standard,0
18,68,8,35,3,959,0,2,premium,0
11,61,13,43,2,1377,0,2,standard,0
52,2,6,27,2,952,1,2,basic,0
37,49,13,23,1,435,1,1,basic,0
8,88,9,29,6,548,0,2,premium,0
46,76,4,39,5,1488,0,2,basic,0
41,53,5,43,6,1150,0,1,premium,1
27,57,5,17,6,899,0,2,basic,0
43,15,1,38,0,233,0,1,basic,0
46,20,12,36,4,1090,0,1,basic,0
29,26,4,9,7,646,1,3,basic,1
4,31,13,1,1,796,0,1,basic,0
8,61,5,41,7,1065,0,2,standard,1
38,39,13,10,3,1073,0,2,premium,0
19,78,5,20,5,1045,1,3,premium,1
49,26,11,24,0,1192,0,1,basic,0
37,0,1,22,5,344,0,1,basic,0
14,71,13,22,6,1364,1,1,premium,1
40,5,0,36,5,1028,0,2,standard,0
24,50,9,19,5,1290,1,2,standard,1
23,79,2,8,7,433,0,1,premium,1
14,19,5,30,5,262,0,3,basic,0
7,70,0,43,2,205,0,2,standard,0
4,0,5,31,0,1498,0,1,basic,0
13,90,5,33,5,404,0,2,basic,1
59,51,1,25,2,670,0,1,basic,0
38,7,1,9,0,1250,0,2,standard,0
2,42,14,16,6,924,0,1,standard,1
43,57,9,4,0,1041,1,3,standard,0
4,76,4,32,4,831,0,2,standard,1
23,57,3,23,2,269,0,1,standard,0
35,75,3,32,2,1085,1,2,basic,0
41,28,9,26,1,459,0,2,basic,0
29,33,4,30,6,1347,0,2,standard,0
34,84,13,24,7,718,0,1,basic,1
5,7,1,24,1,765,0,2,basic,0
18,59,0,11,6,307,0,2,premium,0
56,87,10,30,7,759,1,1,premium,1
5,20,8,10,1,1434,0,3,premium,0
53,72,6,5,4,833,0,3,premium,0
12,69,3,19,7,331,1,1,basic,1
57,77,3,18,7,700,0,2,premium,0
6,42,4,14,1,698,1,2,basic,0
50,55,2,20,5,560,1,1,basic,1
39,6,6,25,6,462,1,2,basic,0
19,46,0,38,2,956,0,2,premium,0
10,31,0,24,4,1358,0,1,standard,1
35,83,13,30,7,1351,0,1,premium,0
10,86,0,11,0,914,0,1,premium,0
17,57,2,43,0,1423,0,2,basic,0
20,49,11,39,3,1081,0,2,standard,0
10,75,2,3,4,1382,0,2,standard,1
43,18,8,23,2,919,1,1,premium,0
50,32,1,40,1,637,1,2,standard,0
31,31,12,12,2,1366,1,1,basic,0
48,33,5,23,6,768,0,2,basic,0
38,45,8,36,1,1298,0,3,standard,0
15,8,0,11,5,383,0,1,basic,1
40,43,1,42,2,360,0,2,basic,0
6,53,13,36,0,557,1,2,basic,0
34,23,1,8,4,608,0,1,basic,0
24,53,14,9,7,585,0,2,standard,0
52,53,2,6,1,469,0,2,basic,0
24,47,0,30,1,327,1,2,basic,1
41,26,9,12,5,363,0,3,standard,0
22,33,4,9,1,756,0,3,standard,0
18,34,9,18,3,748,0,2,premium,0
30,74,3,24,1,766,1,2,basic,0
9,89,4,1,3,1375,1,1,basic,1
52,68,6,32,0,1126,1,1,basic,0
10,20,9,41,7,1116,0,3,basic,1
49,64,8,32,2,579,1,1,basic,1
9,59,6,16,3,1347,0,2,basic,0
57,2,10,30,1,737,1,2,basic,0
19,32,5,2,2,1443,0,3,standard,0
49,38,3,1,0,976,0,2,standard,0
54,69,6,17,5,327,0,3,basic,0
23,86,12,41,3,517,0,3,standard,0
20,69,7,28,4,1396,0,1,basic,1
39,63,3,37,2,1310,0,3,basic,0
49,34,8,3,2,876,0,2,basic,0
7,3,12,31,1,505,0,2,basic,0
6,23,7,10,2,835,0,1,premium,0
48,38,11,2,4,1027,0,3,standard,0
44,48,12,38,5,937,0,2,premium,0
59,87,14,16,1,903,0,3,basic,0
54,47,13,4,2,602,0,2,basic,0
7,56,0,3,5,342,0,2,premium,1
44,7,10,42,3,1132,0,1,premium,0
4,28,6,35,7,802,1,2,standard,0
33,47,2,2,5,1007,1,1,basic,1
11,74,2,23,0,390,0,3,premium,0
9,56,11,11,0,217,1,3,standard,0
8,83,14,8,5,830,0,3,standard,0
22,49,5,30,1,1279,0,1,basic,1
26,9,1,3,7,702,0,2,basic,1
1,26,14,39,2,632,1,1,standard,0
6,14,12,3,6,355,0,1,premium,0
47,16,6,7,6,316,0,1,premium,0
48,59,10,9,6,715,0,2,basic,0
30,89,13,10,3,1193,1,3,premium,0
18,72,5,10,7,1458,0,2,premium,1
6,71,1,18,2,1144,1,3,standard,1
34,58,5,17,3,1349,0,2,basic,0
44,47,2,35,6,730,0,1,standard,1
55,12,1,24,1,1035,0,3,basic,0
17,36,2,4,7,1367,0,1,premium,1
39,64,12,2,6,1268,0,2,premium,1
11,54,4,22,0,774,0,1,premium,0
33,44,3,1,2,551,0,2,premium,0
18,74,9,18,2,880,1,2,basic,1
10,36,11,44,0,930,0,1,standard,0
56,57,2,4,6,638,1,2,basic,1
37,55,10,32,1,688,0,2,basic,0
55,15,10,4,6,560,0,1,premium,0
36,65,2,39,3,1385,0,1,premium,1
28,90,7,24,2,1391,1,1,premium,1
4,7,6,15,7,1221,0,1,basic,1
7,71,14,29,7,484,1,1,basic,1
53,12,0,40,7,1054,0,2,basic,0
31,75,9,25,3,269,0,1,premium,0
35,20,14,3,4,1121,1,1,basic,1
24,7,13,30,0,299,0,3,premium,0
6,35,8,27,1,382,0,2,basic,0
38,16,8,31,3,648,1,2,standard,0
32,72,14,16,4,549,0,1,standard,0
59,86,13,43,5,1009,1,2,basic,0
2,13,6,17,7,923,0,1,standard,1
3,52,11,26,6,1024,0,1,basic,0
54,41,1,4,7,875,1,2,basic,1
4,48,11,31,7,297,1,1,basic,1
8,8,0,5,6,1433,0,3,basic,1
21,58,5,20,5,1151,0,3,basic,0
5,28,14,25,4,278,0,1,basic,0
4,21,9,21,0,1229,1,2,standard,1
19,85,11,4,4,893,0,2,basic,0
13,87,9,16,3,1395,0,2,basic,0
57,25,6,35,6,412,0,2,standard,0
29,74,10,8,2,734,0,1,standard,0
37,42,11,14,3,283,0,2,standard,0
49,14,14,12,4,207,0,3,standard,0
16,41,14,10,5,481,0,2,standard,0
17,86,10,39,0,1022,1,1,premium,0
41,40,9,33,2,1493,1,2,premium,0
14,25,1,34,3,410,0,3,standard,0
34,21,6,33,5,983,1,2,basic,0
4,78,11,3,7,235,1,1,premium,1
44,58,7,14,0,240,0,1,standard,0
1,30,5,34,3,898,0,1,standard,1
1,27,10,43,1,1318,0,3,standard,0
15,85,8,34,4,1468,0,2,premium,0
10,59,14,30,1,1036,0,1,standard,0
44,41,9,41,1,1168,0,1,standard,0
14,86,6,18,4,291,0,1,standard,0
6,56,12,22,4,1261,1,2,basic,0
34,26,6,17,1,809,0,1,standard,0
26,79,11,41,0,341,0,1,standard,0
17,29,8,21,0,1466,0,3,standard,0
16,76,6,14,6,1153,0,2,basic,1
52,41,1,3,4,468,0,2,basic,0
25,90,3,7,4,1180,0,2,standard,0
44,41,9,38,3,1446,0,2,standard,0
52,78,6,44,4,221,0,2,standard,0
4,50,14,30,3,737,0,3,basic,0
35,45,0,7,1,465,0,1,premium,1
59,62,0,8,4,1264,0,2,premium,0
57,75,2,20,0,1457,0,2,premium,0
44,40,10,38,1,935,0,1,basic,0
44,27,10,14,1,452,1,2,standard,0
30,25,3,1,0,1184,0,3,basic,0
3,45,11,6,7,1462,0,3,standard,0
26,32,9,19,6,261,0,3,premium,0
6,58,9,6,6,384,0,3,basic,0
21,53,6,44,3,1418,0,1,standard,0
13,32,5,2,5,831,0,3,standard,1
2,29,8,4,7,1231,0,3,basic,1
16,41,6,16,3,1427,0,1,standard,0
16,87,2,1,4,883,0,3,basic,1
25,47,0,26,2,675,0,1,premium,0
14,53,8,9,3,1023,0,2,standard,0
51,41,9,5,5,418,0,2,standard,0
6,74,13,16,0,423,0,3,standard,0
58,37,0,20,7,687,0,1,premium,0
56,44,11,2,6,1461,1,2,standard,1
36,20,13,33,1,1327,1,1,basic,0
59,6,9,13,3,918,0,1,premium,0
14,67,5,7,4,868,1,1,basic,1
2,19,6,18,7,379,0,2,premium,0
49,82,11,23,5,1479,0,2,standard,1
29,85,3,38,5,410,0,2,premium,0
29,63,1,17,3,1300,0,3,premium,0
49,78,10,27,2,1025,0,3,basic,0
11,87,4,39,7,677,0,1,standard,1
25,14,10,20,5,886,0,3,standard,0
46,39,3,28,7,549,0,3,basic,0
9,34,0,31,3,500,0,3,standard,0
10,31,5,2,6,504,1,2,premium,1
41,50,13,25,4,210,0,1,standard,0
54,69,10,10,6,860,0,2,premium,1
27,61,9,33,3,929,0,3,standard,0
36,54,2,8,4,716,1,2,basic,1
49,75,11,4,3,800,0,2,basic,0
38,19,1,6,0,787,1,1,basic,0
4,41,13,5,1,535,1,2,basic,0
22,77,11,42,5,580,0,1,basic,0
4,21,5,29,2,391,0,3,basic,0
15,67,5,2,3,531,0,2,basic,1
11,1,13,4,4,800,0,1,standard,0
34,86,14,27,1,850,0,2,standard,0
14,76,4,22,1,1288,0,1,standard,0
56,89,0,33,0,507,0,2,standard,0
35,67,10,28,2,1220,1,2,basic,0
7,76,0,32,4,773,0,2,basic,1
19,18,11,39,1,961,0,1,standard,0
35,62,6,22,2,227,0,2,premium,1
33,3,13,15,3,475,0,2,standard,0
18,44,13,20,2,446,0,2,basic,0
39,84,14,31,1,236,0,2,premium,1
23,29,10,9,3,630,1,2,basic,0
9,78,4,15,0,332,1,3,standard,0
38,45,4,27,2,661,0,1,basic,0
43,19,12,43,1,1005,1,1,standard,0
40,7,1,8,6,784,1,1,basic,1
15,14,12,23,6,1181,0,2,premium,0
57,47,10,3,0,1193,0,2,basic,0
49,83,4,40,4,1036,1,1,standard,1
42,35,1,31,0,458,0,1,basic,0
10,62,8,1,3,556,0,1,basic,1
41,60,9,40,6,736,0,2,basic,0
34,43,7,4,3,1445,0,1,basic,0
48,62,8,44,5,1366,1,2,basic,1
46,16,2,31,3,597,0,2,basic,0
20,15,5,36,2,267,0,2,standard,0
17,13,0,32,3,1019,1,1,standard,1
36,63,14,37,5,581,0,3,premium,0
57,88,10,3,3,606,0,1,standard,0
37,32,13,24,5,812,1,1,standard,1
29,63,13,17,5,1288,1,2,premium,0
28,63,4,3,4,746,0,2,basic,0
30,38,1,22,1,312,0,2,standard,0
20,50,6,23,7,624,0,1,basic,0
40,77,7,11,1,1000,0,2,basic,0
4,81,10,19,2,400,0,2,basic,0
34,47,2,16,3,530,0,2,premium,0
28,35,11,10,5,301,0,1,premium,0
30,18,3,14,2,550,0,2,standard,0
9,18,3,7,6,1013,1,2,standard,1
11,68,6,29,3,734,1,2,standard,1
40,45,14,15,6,222,1,1,basic,0
40,2,5,9,0,493,0,3,premium,0
27,8,11,30,5,1118,0,3,standard,0
9,66,8,16,4,664,1,3,standard,0
41,83,2,36,0,1433,0,2,basic,1
9,90,7,15,3,1319,1,1,basic,1
6,65,8,40,6,674,1,1,standard,1
34,19,13,11,5,713,0,1,basic,0
1,12,2,33,7,558,0,2,premium,1
28,22,3,39,7,760,0,2,basic,0
17,25,3,18,5,998,0,2,premium,0
44,8,12,34,3,983,0,1,basic,0
35,55,6,33,1,1067,0,2,premium,0
47,19,3,16,1,847,0,3,standard,0
31,43,12,24,1,762,1,1,basic,0
37,46,3,25,4,952,0,1,premium,0
52,29,2,30,6,947,0,3,standard,1
56,57,9,17,7,1362,0,2,basic,0
26,3,13,20,7,696,0,1,standard,0
5,36,0,6,4,1163,0,2,standard,1
39,82,7,7,5,1148,0,2,premium,0
16,4,11,26,6,1290,0,1,basic,0
29,88,13,39,0,1370,0,2,premium,0
17,54,14,19,1,1282,0,2,standard,0
30,34,13,17,6,1431,0,2,basic,0
49,7,8,34,4,1128,0,2,standard,0
24,36,11,19,4,1303,0,2,standard,0
46,41,11,8,6,791,0,1,basic,0
22,77,11,39,3,994,0,2,standard,0
6,53,8,20,3,1189,0,3,basic,0
7,44,1,12,4,394,0,1,basic,0
42,51,10,15,3,1366,0,3,premium,0
38,64,2,12,4,834,0,1,premium,1
15,5,8,36,7,670,0,2,premium,0
2,24,10,3,6,615,0,2,premium,1
53,22,2,25,7,1443,0,3,standard,0
18,28,6,34,3,1039,0,1,premium,0
53,14,14,40,0,506,0,2,standard,0
1,12,0,32,1,767,0,2,standard,0
51,40,14,39,5,676,0,2,basic,0
42,5,9,16,5,351,0,1,standard,0
42,13,7,12,4,1238,1,3,basic,0
11,5,2,6,4,1119,0,3,basic,0
55,26,3,31,6,956,0,1,standard,0
11,39,3,44,5,319,0,1,premium,0
47,4,2,15,1,1225,0,2,standard,0
33,87,2,30,0,1386,0,3,basic,0
5,13,2,15,7,1269,0,2,standard,0
37,9,5,36,1,1468,0,2,basic,0
36,29,14,19,0,254,0,1,basic,0
42,21,1,16,3,1467,0,1,basic,0
20,90,0,16,0,1092,1,1,premium,1
13,82,0,16,5,306,1,3,standard,1
9,54,5,37,4,689,0,1,basic,0
34,4,11,12,2,1116,0,1,standard,0
34,48,7,37,1,905,1,2,basic,0
13,80,1,10,1,617,1,3,premium,0
26,67,14,16,4,602,0,1,premium,0
31,42,4,10,2,223,0,2,basic,0
43,39,6,40,0,949,1,3,basic,0
19,56,13,18,4,1048,0,3,premium,0
20,84,12,6,4,830,0,2,basic,0
56,25,14,17,2,1312,0,3,basic,0
48,62,9,21,3,738,0,1,standard,0
50,50,6,44,0,873,0,1,basic,0
12,87,7,31,0,1096,0,2,premium,0
56,88,10,6,6,238,1,1,basic,1
4,76,1,40,6,350,0,1,premium,1
39,83,1,29,7,857,1,2,basic,1
29,72,7,30,3,291,0,3,basic,0
16,41,9,29,1,774,1,1,basic,0
35,12,10,12,5,505,0,3,basic,0
32,19,10,31,2,1247,0,2,standard,0
25,49,5,39,5,978,0,1,basic,0
22,39,13,3,6,1158,1,2,basic,1
41,2,10,17,7,1051,0,1,standard,0
33,7,4,33,0,654,0,1,premium,0
44,38,8,41,7,556,0,1,premium,0
28,52,13,39,3,925,0,2,standard,0
42,37,9,21,3,273,1,1,basic,0
11,46,9,36,4,1215,0,1,basic,1
51,39,0,5,5,1340,0,2,standard,1
42,60,10,11,0,1335,0,1,basic,0
41,0,11,38,1,960,0,2,basic,0
16,84,11,8,4,845,0,1,standard,1
23,20,3,43,5,719,0,3,standard,0
24,5,13,43,0,1481,0,2,premium,0
53,9,13,7,4,774,0,2,basic,0
38,0,13,27,2,1390,0,3,standard,0
51,55,8,26,7,251,0,1,basic,0
13,34,2,22,7,918,1,2,premium,1
49,3,1,1,1,549,0,2,standard,0
49,10,11,39,4,1165,0,1,standard,0
42,36,13,26,1,1223,0,2,basic,0
7,4,4,40,4,646,0,2,basic,0
55,42,4,3,3,222,1,3,premium,0
21,27,7,6,7,1300,1,3,basic,0
5,19,13,13,1,721,1,2,standard,0
36,7,13,41,4,642,0,3,basic,0
59,50,11,35,7,687,0,1,standard,0
46,26,14,34,3,300,0,3,basic,0
9,83,6,1,7,878,0,1,standard,1
5,49,0,10,3,404,0,2,basic,1
12,90,12,13,3,285,0,3,basic,0
58,38,8,33,3,837,0,2,standard,0
7,67,12,16,5,247,0,2,basic,0
42,21,6,23,7,824,0,3,standard,0
57,71,8,22,0,1163,0,1,basic,0
16,47,10,39,5,342,0,3,basic,0
23,36,14,7,1,867,0,2,standard,0
29,49,8,33,7,1395,0,2,basic,0
21,54,14,43,4,1262,0,3,standard,0
36,43,13,10,4,836,0,3,basic,0
41,83,11,24,1,1095,0,3,basic,0
58,52,1,29,1,1201,1,2,standard,1
44,83,11,26,5,317,1,2,basic,0
26,12,11,18,5,689,0,2,premium,0
47,72,12,2,0,912,1,1,basic,1
44,51,0,39,5,891,0,3,basic,0
46,13,12,3,4,1431,0,2,premium,1
25,47,7,30,6,1012,1,2,premium,1
33,44,6,42,1,1293,0,3,basic,0
8,4,9,15,5,766,0,2,basic,0
26,33,9,8,6,643,0,1,standard,0
38,24,12,13,0,299,0,2,standard,0
15,16,12,5,2,919,0,2,premium,0
30,44,7,23,6,327,0,3,basic,0
9,22,2,22,7,703,0,1,basic,1
31,35,14,26,0,1293,0,1,standard,0
18,11,10,24,0,709,0,1,basic,0
9,9,0,34,0,949,0,1,standard,0
41,49,8,4,7,1228,0,2,basic,0
14,31,13,9,2,1008,0,1,basic,0
10,90,4,27,4,1234,0,2,premium,1
28,16,4,44,2,707,0,3,standard,0
18,34,1,6,1,616,0,3,standard,0
7,21,1,43,4,1083,0,1,standard,1
44,11,3,33,6,239,0,1,basic,0
44,75,10,36,7,421,0,3,premium,0
58,21,14,26,4,1158,0,3,basic,0
47,54,6,18,2,520,0,1,standard,0
49,27,6,36,2,944,0,1,basic,0
43,88,1,41,3,567,0,3,basic,0
21,2,1,11,7,287,0,3,standard,0
23,50,14,26,1,1187,1,1,basic,0
46,63,3,13,2,798,0,1,standard,0
50,86,14,40,6,326,0,1,basic,0
55,55,1,1,1,1391,0,2,basic,1
36,23,9,29,7,733,1,1,standard,1
58,74,7,31,2,1425,0,1,premium,1
26,3,4,21,2,483,0,2,standard,0
17,55,3,29,3,1253,0,2,premium,1
4,12,9,10,7,901,1,3,premium,0
35,45,11,6,4,1331,0,3,standard,0
45,31,14,28,7,1355,1,2,standard,1
49,25,7,18,7,201,0,3,basic,0
26,42,9,1,0,1294,0,2,premium,0
17,30,0,18,5,1325,0,1,basic,1
53,54,2,21,4,641,0,2,standard,0
3,78,6,37,6,981,0,1,standard,1
57,7,8,41,5,532,1,2,basic,0
16,76,10,14,1,890,0,2,premium,0
30,66,6,34,2,1010,0,2,standard,0
51,1,9,41,0,1152,0,2,standard,0
54,53,7,41,7,936,0,2,basic,0
18,41,0,10,0,1465,0,2,standard,0
5,11,12,21,0,804,0,2,standard,0
29,82,9,24,1,703,0,3,premium,0
57,89,5,1,7,1412,0,2,basic,1
57,72,6,23,3,830,0,3,premium,0
2,46,8,3,1,1294,1,1,standard,1
29,12,2,11,2,1292,1,2,standard,0
49,34,12,24,3,1136,1,1,basic,1
45,22,13,12,6,1364,0,2,standard,0
8,72,6,20,3,850,0,2,standard,0
25,18,3,19,2,920,0,1,standard,0
26,1,9,4,7,973,0,2,basic,0
10,73,4,29,3,1107,0,3,basic,0
17,67,4,30,2,1061,0,2,premium,0
20,64,2,8,6,486,0,3,standard,1
52,32,5,11,6,761,0,2,basic,0
58,8,12,23,6,363,0,2,premium,0
14,24,6,15,3,501,0,2,basic,0
15,36,5,25,4,1048,1,1,standard,1
20,86,5,30,4,435,0,1,basic,1
36,57,11,39,1,626,0,1,standard,0
34,84,0,23,1,335,0,3,basic,0
53,10,3,36,6,735,0,2,standard,0
51,38,0,33,1,1300,0,2,standard,0
51,35,14,11,1,1097,0,2,standard,0
27,6,0,25,7,459,0,1,standard,0
8,89,12,16,2,584,0,2,basic,0
2,54,9,14,7,226,0,3,premium,0
55,74,8,30,0,500,0,2,standard,0
36,2,14,43,4,1000,1,1,basic,0
55,74,11,7,6,308,0,2,standard,0
50,21,2,40,6,911,0,1,standard,0
51,20,14,34,6,1085,0,2,basic,0
58,66,4,44,7,984,0,1,premium,0
18,45,13,28,2,727,1,2,basic,0
50,58,7,12,3,1413,1,3,premium,0
21,85,9,31,6,400,0,1,standard,0
22,55,9,8,5,1402,0,1,standard,1
53,42,3,20,7,778,0,1,standard,0
21,66,5,27,6,693,0,3,basic,0
12,3,6,10,5,326,1,2,premium,1
3,69,12,22,6,1085,0,2,premium,1
1,2,12,6,0,729,1,1,basic,0
51,61,2,16,2,684,0,1,basic,0
50,27,14,21,3,218,1,2,basic,0
38,9,2,13,6,263,0,2,premium,0
29,64,13,24,7,340,0,1,basic,1
32,83,12,31,7,216,0,3,basic,0
48,22,3,33,2,1350,0,1,basic,0
58,83,8,32,7,309,0,1,basic,0
47,57,0,12,4,437,0,1,premium,0
53,51,2,24,2,469,0,3,standard,0
5,18,9,21,1,650,0,2,basic,0
46,16,0,9,2,597,1,2,standard,1
5,43,14,19,1,494,0,3,basic,0
39,0,0,38,0,1384,1,1,standard,0
4,83,10,12,1,1012,0,3,basic,0
47,84,1,43,7,346,0,3,standard,0
44,17,2,25,5,695,0,2,basic,0
58,18,6,10,0,1405,1,2,premium,0
19,79,3,14,5,1240,0,3,standard,1
20,41,9,12,7,1316,0,2,premium,0
10,49,3,28,5,590,0,2,premium,0
1,27,3,43,4,353,0,3,premium,0
31,37,5,2,6,968,1,2,standard,1
12,83,3,15,6,1355,0,2,standard,1
1,17,3,31,5,1016,1,1,basic,1
31,83,3,32,1,1361,0,1,premium,0
57,36,6,8,0,1471,1,1,premium,1
59,44,2,37,2,491,0,2,basic,0
54,67,10,31,1,641,1,2,basic,0
41,8,1,35,4,792,0,1,basic,1
45,66,13,14,2,450,0,1,premium,0
53,66,12,10,4,1269,0,2,basic,0
58,1,0,1,0,1248,0,2,basic,0
55,49,3,39,0,439,0,1,premium,0
51,35,12,21,2,417,0,2,standard,0
37,67,9,43,4,240,0,1,basic,0
22,74,4,6,1,1367,0,1,premium,0
9,70,0,10,5,1077,0,2,basic,1
58,11,8,23,1,804,0,1,standard,0
35,58,5,10,1,442,0,2,standard,0
36,23,8,40,7,900,1,2,basic,0
42,38,4,40,2,1032,0,2,basic,0
10,48,2,36,0,441,0,1,basic,0
24,29,14,3,7,1129,0,2,standard,0
7,36,6,7,1,1070,0,2,basic,0
12,85,2,40,5,867,0,2,standard,0
15,13,11,36,2,384,1,2,basic,0
33,18,13,9,2,246,0,1,basic,0
1,26,1,33,0,846,0,3,basic,0
43,68,3,35,5,1140,0,2,basic,1
34,30,6,7,3,583,0,1,basic,0
10,69,6,7,7,1293,0,1,standard,1
35,78,6,38,0,905,0,2,basic,0
31,21,10,16,7,1372,0,2,premium,0
18,30,3,35,6,1125,0,3,basic,0
36,11,6,11,1,302,0,1,premium,0
53,16,1,40,7,1215,0,2,basic,0
16,49,11,12,3,729,0,2,premium,0
47,84,10,32,6,444,1,2,standard,0
5,55,1,32,1,505,0,1,premium,0
10,5,1,31,3,434,0,3,premium,0
32,9,9,19,4,1028,0,2,standard,0
34,71,7,23,7,709,0,3,standard,0
20,2,6,2,7,401,0,2,standard,0
56,22,5,7,4,502,0,3,basic,0
1,6,14,8,2,937,0,1,basic,0
42,36,2,9,3,925,0,2,premium,0
36,27,1,29,4,1137,0,3,premium,0
20,10,14,38,4,377,1,2,standard,0
30,85,8,11,1,670,1,2,premium,1
51,85,1,42,4,623,0,2,standard,0
20,56,14,31,1,304,1,3,premium,0
36,54,2,21,2,816,1,3,premium,0
13,17,12,43,5,549,0,2,standard,0
21,81,10,27,7,944,0,2,premium,0
52,11,8,4,7,968,0,3,standard,0
45,24,11,34,2,1304,0,2,premium,0
47,58,7,5,3,1213,1,2,premium,0
17,64,5,42,1,1004,1,1,basic,1
12,6,4,16,6,237,1,3,standard,0
20,24,11,38,6,684,0,2,standard,1
26,14,4,12,3,1258,0,2,standard,0
44,1,5,37,2,825,1,1,basic,0
12,57,0,7,1,1332,1,1,premium,1
52,43,7,13,3,402,0,2,premium,0
20,62,5,5,4,397,0,3,basic,0
52,46,8,21,3,1019,0,2,standard,0
16,31,12,39,6,1118,0,1,basic,0
19,31,6,5,6,1440,0,1,standard,0
18,52,4,22,6,787,0,2,basic,0
53,81,9,8,5,219,0,1,standard,1
10,18,8,14,3,661,1,2,premium,0
18,81,7,31,1,1307,1,1,premium,1
23,75,6,13,7,1090,0,1,standard,1
21,89,13,13,4,398,0,1,premium,0
19,49,11,35,0,292,1,1,basic,0
22,66,7,19,6,406,0,2,premium,0
40,42,14,34,4,1298,0,3,standard,0
51,77,7,30,1,1466,0,2,premium,0
26,43,5,27,3,1443,1,3,premium,1
51,4,9,37,7,869,0,2,basic,0
54,39,3,40,6,1026,0,2,standard,0
30,10,0,25,1,976,0,2,premium,0
3,54,0,35,7,377,0,1,standard,1
16,5,1,29,0,1481,0,1,basic,0
21,82,10,15,1,1166,0,1,premium,0
45,23,8,28,1,694,0,1,premium,0
18,32,14,24,3,515,0,1,standard,0
16,4,2,6,1,1383,0,1,standard,0
57,21,5,30,1,418,0,1,basic,0
12,23,1,15,3,1111,0,2,basic,0
41,17,3,12,7,428,0,1,standard,0
40,90,5,38,5,971,0,1,basic,0
4,25,12,28,2,563,0,2,premium,0
44,19,1,30,0,1297,0,2,basic,0
8,19,12,24,2,1113,0,2,basic,0
10,34,8,42,0,1375,0,1,premium,0
11,48,2,20,3,768,1,3,standard,1
40,90,8,7,3,381,0,3,premium,0
8,42,2,3,0,1439,0,3,basic,0
51,37,14,44,1,1034,0,2,basic,0
2,10,7,21,4,1406,0,2,premium,1
49,83,5,10,7,963,1,2,standard,1
9,29,12,18,3,1404,1,3,premium,0
11,38,12,42,0,553,0,1,basic,0
41,13,14,26,7,822,0,2,standard,0
44,23,11,41,1,714,0,2,basic,0
11,39,3,34,0,895,1,2,standard,0
58,64,11,33,4,958,0,1,basic,0
3,29,6,3,6,1167,1,2,premium,1
36,4,0,22,1,564,0,1,standard,0
37,6,9,24,4,1392,0,1,premium,0
16,48,2,9,3,950,0,2,basic,0
45,78,9,42,3,1269,0,3,basic,0
19,77,2,42,5,637,0,1,standard,1
17,55,12,17,0,822,0,2,premium,0
14,46,5,41,3,374,0,2,standard,0
51,21,5,43,3,1166,0,1,premium,0
21,74,12,3,4,249,0,1,premium,0
3,80,6,10,2,1104,1,2,premium,1
17,18,8,38,2,1103,0,2,basic,0
17,31,11,8,5,1190,0,1,premium,1
50,38,7,31,6,775,1,3,standard,0
32,44,11,33,1,268,0,1,standard,0
46,47,3,19,4,1135,1,2,basic,1
14,68,9,6,0,870,0,3,standard,0
53,48,6,40,6,1416,0,2,standard,0
35,76,0,10,2,672,0,2,premium,0
55,9,12,44,7,371,1,3,standard,0
25,60,11,35,5,702,0,1,basic,1
57,3,9,23,7,710,0,1,premium,0
1,23,13,28,0,1089,0,3,basic,0
22,58,11,37,1,811,0,1,standard,0
18,49,10,8,4,1113,0,2,standard,0
30,20,5,25,5,454,0,3,basic,0
9,77,6,9,7,1468,0,3,premium,0
30,10,2,19,1,1152,0,2,standard,0
53,26,6,28,1,783,1,1,standard,0
28,22,11,24,2,563,0,1,basic,0
47,1,14,24,2,288,1,2,standard,0
32,62,5,11,0,733,0,1,standard,0
38,2,8,13,7,1446,0,2,basic,0
50,68,12,44,0,410,1,1,basic,0
8,42,9,41,3,950,0,2,basic,0
28,32,13,36,0,724,1,3,standard,0
50,60,3,4,2,469,0,3,standard,0
7,47,13,25,0,573,0,1,basic,0
